Time,LeftHipAngle,RightHipAngle,LeftKneeAngle,RightKneeAngle,LeftAnkleAngle,RightAnkleAngle
1970-01-01 00:00:09.270,157.99325132041702,151.23969717366364,166.66903129867987,172.57874406886938,85.04286779177275,99.002583290912
1970-01-01 00:00:09.280,158.31895516742998,151.1763009284232,166.1969870264565,172.0914810307616,85.2368009738019,100.15207156613992
1970-01-01 00:00:09.290,158.76196384195157,151.13032103810477,165.49609500880888,171.57631772742283,85.58262376469693,101.30772025030558
1970-01-01 00:00:09.300,159.339923718812,151.09431840066884,164.5099652038711,171.05317595270452,86.13011636172949,102.37993557776372
1970-01-01 00:00:09.310,160.06707207897952,151.06511557225883,163.18896466629243,170.52558320561394,86.93634648654795,103.29036186657817
1970-01-01 00:00:09.320,160.9523876175294,151.04264305396566,161.49959751878038,169.99245123520114,88.06129182637736,103.97908256935617
1970-01-01 00:00:09.330,161.99748543197015,151.02894814552604,159.42966943906896,169.45738166872013,89.55665837656234,104.41041665625418
1970-01-01 00:00:09.340,163.19911647168843,151.02771840413254,156.9892873029398,168.93160912809284,91.45411896813113,104.57454821889856
1970-01-01 00:00:09.350,164.54569505679842,151.04064595014583,154.21133140070418,168.43539306202666,93.7485837969679,104.4876527536109
1970-01-01 00:00:09.360,166.02073217450027,151.06854907455704,151.1449636847646,167.99368833184812,96.38336766411666,104.18687472935508
1970-01-01 00:00:09.370,167.60151104002574,151.11109512469798,147.8552291863009,167.63159167147035,99.24300874081553,103.72462842775364
1970-01-01 00:00:09.380,169.26120952878216,151.16838531060037,144.4187211316651,167.37083059859796,102.1588186750365,103.15936278954204
1970-01-01 00:00:09.390,170.9684754770997,151.24379386010477,140.92075546233016,167.22593849732473,104.93188905245376,102.54746707656328
1970-01-01 00:00:09.400,172.69045904644045,151.34167611917604,137.4525622094951,167.20182222119874,107.37092945433236,101.93618274972012
1970-01-01 00:00:09.410,174.39519141511917,151.46933686680472,134.10645738721655,167.29450205372237,109.32237940341064,101.35973415191998
1970-01-01 00:00:09.420,176.0485510284743,151.63533847193477,130.96910853561215,167.49112476208984,110.69633081325252,100.8382146819291
1970-01-01 00:00:09.430,177.59487666506945,151.8454164931748,128.11482755533603,167.77225116888425,111.4679510723941,100.38005111490718
1970-01-01 00:00:09.440,178.76974184101653,152.10211428411463,125.60068861775038,168.11409881034774,111.6754120595757,99.98384099292971
1970-01-01 00:00:09.450,178.45601913625975,152.40427480731978,123.46320778214373,168.49201492712243,111.40102371966856,99.64198130549308
1970-01-01 00:00:09.460,177.1590228999485,152.74582415575233,121.71813990043728,168.88368655333042,110.75134727065718,99.34397549169486
1970-01-01 00:00:09.470,175.7125852474884,153.11646843418205,120.36225008638598,169.26975954390755,109.8342483302759,99.07780125747486
1970-01-01 00:00:09.480,174.2394744909372,153.50434947742465,119.37909318308022,169.6359256146765,108.74363200224172,98.83155474198944
1970-01-01 00:00:09.490,172.7616410638343,153.89711501043485,118.74336059244376,169.97347309211716,107.55268883882064,98.59473909556031
1970-01-01 00:00:09.500,171.29098623581308,154.28222741587538,118.42742987438046,170.2778321779892,106.31059777387938,98.3577083128964
1970-01-01 00:00:09.510,169.83790678137774,154.64989383711492,118.40547246092277,170.54834523502814,105.04961171744525,98.11215483759266
1970-01-01 00:00:09.520,168.41089041477838,154.99117882398096,118.65553093927072,170.78761341731806,103.78964538418948,97.85250889773012
1970-01-01 00:00:09.530,167.02375576672392,155.30068579084633,119.1641258244924,170.99874771022792,102.5452673012341,97.5737721629651
1970-01-01 00:00:09.540,165.68433154016125,155.57414111894226,119.92227029856726,171.18584868212233,101.32986735105774,97.2749984140616
1970-01-01 00:00:09.550,164.4047541294864,155.80941600579942,120.92698941970968,171.35242975105072,100.15917171783488,96.9562085395946
1970-01-01 00:00:09.560,163.19203748465236,156.00571519212502,122.17835600457218,171.50151062550313,99.05036923358826,96.62007859643892
1970-01-01 00:00:09.570,162.05305205899867,156.1634485834363,123.67818520203616,171.63533592761314,98.02362405983943,96.27030834660056
1970-01-01 00:00:09.580,160.9944462751452,156.2821064231435,125.4286232540063,171.75638573443692,97.09854845362642,95.9110663544394
1970-01-01 00:00:09.590,160.0179005862521,156.36373379494975,127.43121781070992,171.86591900258094,96.29244423417232,95.54545195074994
1970-01-01 00:00:09.600,159.1278178827299,156.40897268717347,129.68715453927777,171.96607316502903,95.62125968069194,95.17684841533573
1970-01-01 00:00:09.610,158.32683756463746,156.41965515241114,132.19550072671836,172.05814078378918,95.09202639237265,94.80712257321524
1970-01-01 00:00:09.620,157.61642743095385,156.39817465179243,134.95287472743394,172.14345755679955,94.70589247470082,94.4379914670038
1970-01-01 00:00:09.630,156.99788532786746,156.34796209910235,137.95067206643412,172.2229978786739,94.4538622057225,94.0691292373148
1970-01-01 00:00:09.640,156.4706777873583,156.2727708489426,141.17071471856636,172.29743568898851,94.31654598460712,93.70087022320656
1970-01-01 00:00:09.650,156.03000299316994,156.17605350648225,144.57995398339276,172.36659084259946,94.26857161263696,93.33082479911997
1970-01-01 00:00:09.660,155.67255868256797,156.06170095727978,148.1255036520215,172.43027493120982,94.28097399847437,92.9576696056975
1970-01-01 00:00:09.670,155.38759484313448,155.93047607928293,151.7259059304674,172.4876938074629,94.32292002515256,92.5782444419461
1970-01-01 00:00:09.680,155.16880001605446,155.78099101998117,155.2678808360192,172.53855612392476,94.36730669892737,92.18980286768256
1970-01-01 00:00:09.690,155.00390217116697,155.61128493868895,158.60482987476604,172.58270551769542,94.39428291009634,91.79076157464576
1970-01-01 00:00:09.700,154.88328597305937,155.42073442550927,161.5623058668515,172.62011264845785,94.39112755917812,91.38121349171657
1970-01-01 00:00:09.710,154.79447416337493,155.21307564217267,163.96370792454027,172.65061105094233,94.35355409272054,90.9642753700266
1970-01-01 00:00:09.720,154.72574621099696,154.99581375604052,165.6795687652442,172.67392258563325,94.28155132694872,90.54460183131704
1970-01-01 00:00:09.730,154.66674732707676,154.78236231763407,166.69768424418425,172.68859839454396,94.17750548266962,90.12883029897328
1970-01-01 00:00:09.740,154.60727209633177,154.58786066956583,167.1555665919109,172.69226260086174,94.04682139231244,89.72405418185274
1970-01-01 00:00:09.750,154.54225019620472,154.42627957387162,167.28182104440393,172.68078444949649,93.90266785912272,89.33691518098887
1970-01-01 00:00:09.760,154.4664855116979,154.30845791497904,167.29133017419684,172.64802087148544,93.77053722567489,88.97387626722018
1970-01-01 00:00:09.770,154.38283175189832,154.24126528115391,167.31811628722556,172.5848862341501,93.6927466447587,88.64014036836527
1970-01-01 00:00:09.780,154.29308913524892,154.22793331060274,167.41000769805734,172.47788413323505,93.72504451310834,88.33912168580295
1970-01-01 00:00:09.790,154.20374886154812,154.2695123516919,167.5507911757861,172.30874010622398,93.92982754151984,88.07120477806485
1970-01-01 00:00:09.800,154.11995932469898,154.36999370692396,167.69835618247407,172.0519492457408,94.36295133778,87.83705380090824
1970-01-01 00:00:09.810,154.0435573852646,154.53472144153034,167.81285401186128,171.67675203553816,95.06020494621204,87.63758281435672
1970-01-01 00:00:09.820,153.97380303419956,154.77332795509716,167.87247449793358,171.1466347841169,96.0253911516485,87.47817427184212
1970-01-01 00:00:09.830,153.9048036884251,155.09759099639484,167.87307813278937,170.4217189816043,97.2239243011198,87.37211305942891
1970-01-01 00:00:09.840,153.83105314244256,155.52137218244744,167.8117434123292,169.46213855992286,98.57892528532724,87.34359632146833
1970-01-01 00:00:09.850,153.7418967713345,156.05717038834334,167.67826930990023,168.23331862395298,99.97955637533926,87.43159970712584
1970-01-01 00:00:09.860,153.6317615338473,156.71613838546932,167.44922870360506,166.7074153543277,101.2997417565687,87.6880917887214
1970-01-01 00:00:09.870,153.4989230615493,157.5048524161129,167.09511180386235,164.86761012015103,102.42031026386266,88.17837221729069
1970-01-01 00:00:09.880,153.34746118936224,158.42749116817996,166.59417720848987,162.7099962234019,103.24740507295292,88.97328656867815
1970-01-01 00:00:09.890,153.18893750870475,159.47946241335742,165.94742161969458,160.2441786948083,103.7244285275018,90.13914889604531
1970-01-01 00:00:09.900,153.03751022811645,160.65644297051497,165.1839437820289,157.49198244857783,103.8376954385108,91.72399990416312
1970-01-01 00:00:09.910,152.9068526625191,161.94944669494387,164.3596523626356,154.48737701438827,103.61332419812771,93.73512452525944
1970-01-01 00:00:09.920,152.81030099922705,163.3466505175801,163.54614225244907,151.27434187061138,103.11062757654209,96.12344979675991
